workflow_T,cjm_status,vma_status
1227,SUCCESS,SUCCESS
1228,SUCCESS,SUCCESS
1229,SUCCESS,SUCCESS
1230,SUCCESS,SUCCESS
1231,SUCCESS,SUCCESS
1232,SUCCESS,SUCCESS
1233,SUCCESS,SUCCESS
1234,SUCCESS,SUCCESS
1235,SUCCESS,SUCCESS
1236,SUCCESS,SUCCESS
1237,SUCCESS,SUCCESS
1238,SUCCESS,SUCCESS
1239,SUCCESS,SUCCESS
1240,SUCCESS,SUCCESS
1241,SUCCESS,SUCCESS
1242,SUCCESS,SUCCESS
1243,SUCCESS,SUCCESS
1244,SUCCESS,SUCCESS
1245,SUCCESS,SUCCESS
1246,SUCCESS,SUCCESS
1247,SUCCESS,SUCCESS
1248,SUCCESS,SUCCESS
1249,SUCCESS,SUCCESS
1250,SUCCESS,SUCCESS
1251,SUCCESS,SUCCESS
1252,SUCCESS,SUCCESS
1253,SUCCESS,SUCCESS
1254,SUCCESS,SUCCESS
1255,SUCCESS,SUCCESS
1256,SUCCESS,SUCCESS
1257,SUCCESS,SUCCESS
1258,SUCCESS,SUCCESS
1259,SUCCESS,SUCCESS
1260,SUCCESS,SUCCESS
1261,SUCCESS,SUCCESS
1262,SUCCESS,SUCCESS
1263,SUCCESS,SUCCESS
1264,SUCCESS,SUCCESS
1265,SUCCESS,SUCCESS
1266,SUCCESS,SUCCESS
1267,SUCCESS,SUCCESS
1268,SUCCESS,SUCCESS
1269,SUCCESS,SUCCESS
1270,SUCCESS,SUCCESS
1271,SUCCESS,SUCCESS
1272,SUCCESS,SUCCESS
1273,SUCCESS,SUCCESS
1274,SUCCESS,SUCCESS
1275,SUCCESS,SUCCESS
1276,SUCCESS,SUCCESS
1277,SUCCESS,SUCCESS
1278,SUCCESS,SUCCESS
1279,SUCCESS,SUCCESS
1280,SUCCESS,SUCCESS
1281,SUCCESS,SUCCESS
1282,SUCCESS,SUCCESS
1283,SUCCESS,SUCCESS
1284,SUCCESS,SUCCESS
1285,SUCCESS,SUCCESS
1286,SUCCESS,SUCCESS
1287,SUCCESS,SUCCESS
1288,SUCCESS,SUCCESS
1289,SUCCESS,SUCCESS
1290,SUCCESS,SUCCESS
1291,SUCCESS,SUCCESS
1292,SUCCESS,SUCCESS
1293,SUCCESS,SUCCESS
1294,SUCCESS,SUCCESS
1295,SUCCESS,SUCCESS
1296,SUCCESS,SUCCESS
1297,SUCCESS,SUCCESS
1298,SUCCESS,SUCCESS
1299,SUCCESS,SUCCESS
1300,SUCCESS,SUCCESS
1301,SUCCESS,SUCCESS
1302,SUCCESS,SUCCESS
1303,SUCCESS,SUCCESS
1304,SUCCESS,SUCCESS
1305,SUCCESS,SUCCESS
1306,SUCCESS,SUCCESS
1307,SUCCESS,SUCCESS
1308,SUCCESS,SUCCESS
1309,SUCCESS,SUCCESS
1310,SUCCESS,SUCCESS
1311,SUCCESS,SUCCESS
1312,SUCCESS,SUCCESS
1313,SUCCESS,SUCCESS
1314,SUCCESS,SUCCESS
1315,SUCCESS,SUCCESS
1316,SUCCESS,SUCCESS
1317,SUCCESS,SUCCESS
1318,SUCCESS,SUCCESS
1319,SUCCESS,SUCCESS
1320,SUCCESS,SUCCESS
1321,SUCCESS,SUCCESS
1322,SUCCESS,SUCCESS
1323,SUCCESS,SUCCESS
1324,SUCCESS,SUCCESS
1325,SUCCESS,SUCCESS
1326,SUCCESS,SUCCESS
1327,SUCCESS,SUCCESS
1328,SUCCESS,SUCCESS
1329,SUCCESS,SUCCESS
1330,SUCCESS,SUCCESS
1331,SUCCESS,SUCCESS
1332,SUCCESS,SUCCESS
1333,SUCCESS,SUCCESS
1334,SUCCESS,SUCCESS
1335,SUCCESS,SUCCESS
1336,SUCCESS,SUCCESS
1337,SUCCESS,SUCCESS
1338,SUCCESS,SUCCESS
1339,SUCCESS,SUCCESS
1340,SUCCESS,SUCCESS
1341,SUCCESS,SUCCESS
1342,SUCCESS,SUCCESS
1343,SUCCESS,SUCCESS
1344,SUCCESS,SUCCESS
1345,SUCCESS,SUCCESS
1346,SUCCESS,SUCCESS
1347,SUCCESS,SUCCESS
1348,SUCCESS,SUCCESS
1349,SUCCESS,SUCCESS
1350,SUCCESS,SUCCESS
1351,SUCCESS,SUCCESS
1352,SUCCESS,SUCCESS
1353,SUCCESS,SUCCESS
1354,SUCCESS,SUCCESS
1355,SUCCESS,SUCCESS
1356,SUCCESS,SUCCESS
1357,SUCCESS,SUCCESS
1358,SUCCESS,SUCCESS
1359,SUCCESS,SUCCESS
1360,SUCCESS,SUCCESS
1361,SUCCESS,SUCCESS
1362,SUCCESS,SUCCESS
1363,SUCCESS,SUCCESS
1364,SUCCESS,SUCCESS
1365,SUCCESS,SUCCESS
1366,SUCCESS,SUCCESS
1367,SUCCESS,SUCCESS
1368,SUCCESS,SUCCESS
1369,SUCCESS,SUCCESS
1370,SUCCESS,SUCCESS
1371,SUCCESS,SUCCESS
1372,SUCCESS,SUCCESS
1373,SUCCESS,SUCCESS
1374,SUCCESS,SUCCESS
1375,SUCCESS,SUCCESS
1376,SUCCESS,SUCCESS
1377,SUCCESS,SUCCESS
1378,SUCCESS,SUCCESS
1379,SUCCESS,SUCCESS
1380,SUCCESS,SUCCESS
1381,SUCCESS,SUCCESS
1382,SUCCESS,SUCCESS
1383,SUCCESS,SUCCESS
1384,SUCCESS,SUCCESS
1385,SUCCESS,SUCCESS
1386,SUCCESS,SUCCESS
1387,SUCCESS,SUCCESS
1388,SUCCESS,SUCCESS
1389,SUCCESS,SUCCESS
1390,SUCCESS,SUCCESS
1391,SUCCESS,SUCCESS
1392,SUCCESS,SUCCESS
1393,SUCCESS,SUCCESS
1394,SUCCESS,SUCCESS
1395,SUCCESS,SUCCESS
1396,SUCCESS,SUCCESS
