workflow_T,cjm_status,vma_status
860,SUCCESS,SUCCESS
861,SUCCESS,SUCCESS
861,SUCCESS,SUCCESS
862,SUCCESS,SUCCESS
862,SUCCESS,SUCCESS
863,SUCCESS,SUCCESS
863,SUCCESS,SUCCESS
864,SUCCESS,SUCCESS
864,SUCCESS,SUCCESS
865,SUCCESS,SUCCESS
865,SUCCESS,SUCCESS
866,SUCCESS,SUCCESS
866,SUCCESS,SUCCESS
867,SUCCESS,SUCCESS
867,SUCCESS,SUCCESS
868,SUCCESS,SUCCESS
868,SUCCESS,SUCCESS
869,SUCCESS,SUCCESS
869,SUCCESS,SUCCESS
870,SUCCESS,SUCCESS
870,SUCCESS,SUCCESS
871,SUCCESS,SUCCESS
871,SUCCESS,SUCCESS
872,SUCCESS,SUCCESS
872,SUCCESS,SUCCESS
873,SUCCESS,SUCCESS
873,SUCCESS,SUCCESS
874,SUCCESS,SUCCESS
874,SUCCESS,SUCCESS
875,SUCCESS,SUCCESS
875,SUCCESS,SUCCESS
876,SUCCESS,SUCCESS
876,SUCCESS,SUCCESS
877,SUCCESS,SUCCESS
877,SUCCESS,SUCCESS
878,SUCCESS,SUCCESS
878,SUCCESS,SUCCESS
879,SUCCESS,SUCCESS
879,SUCCESS,SUCCESS
880,SUCCESS,SUCCESS
880,SUCCESS,SUCCESS
881,SUCCESS,SUCCESS
881,SUCCESS,SUCCESS
882,SUCCESS,SUCCESS
882,SUCCESS,SUCCESS
883,SUCCESS,SUCCESS
883,SUCCESS,SUCCESS
884,SUCCESS,SUCCESS
884,SUCCESS,SUCCESS
885,SUCCESS,UNSUCCESS
885,SUCCESS,UNSUCCESS
886,SUCCESS,UNSUCCESS
886,SUCCESS,UNSUCCESS
887,SUCCESS,UNSUCCESS
887,SUCCESS,UNSUCCESS
888,SUCCESS,SUCCESS
888,SUCCESS,UNSUCCESS
889,SUCCESS,SUCCESS
889,SUCCESS,UNSUCCESS
890,SUCCESS,SUCCESS
890,SUCCESS,UNSUCCESS
891,SUCCESS,SUCCESS
891,SUCCESS,UNSUCCESS
892,SUCCESS,SUCCESS
892,SUCCESS,UNSUCCESS
893,SUCCESS,SUCCESS
893,SUCCESS,UNSUCCESS
894,SUCCESS,SUCCESS
894,SUCCESS,UNSUCCESS
895,SUCCESS,SUCCESS
895,SUCCESS,UNSUCCESS
896,SUCCESS,SUCCESS
896,SUCCESS,UNSUCCESS
897,SUCCESS,SUCCESS
897,SUCCESS,UNSUCCESS
898,SUCCESS,SUCCESS
898,SUCCESS,UNSUCCESS
899,SUCCESS,SUCCESS
899,SUCCESS,UNSUCCESS
900,SUCCESS,SUCCESS
900,SUCCESS,UNSUCCESS
901,SUCCESS,SUCCESS
901,SUCCESS,UNSUCCESS
902,SUCCESS,UNSUCCESS
902,SUCCESS,UNSUCCESS
903,SUCCESS,UNSUCCESS
903,SUCCESS,UNSUCCESS
904,SUCCESS,SUCCESS
904,SUCCESS,SUCCESS
905,SUCCESS,UNSUCCESS
905,SUCCESS,UNSUCCESS
906,SUCCESS,SUCCESS
906,SUCCESS,SUCCESS
907,SUCCESS,SUCCESS
907,SUCCESS,SUCCESS
908,SUCCESS,SUCCESS
908,SUCCESS,SUCCESS
909,SUCCESS,SUCCESS
909,SUCCESS,SUCCESS
910,SUCCESS,SUCCESS
910,SUCCESS,SUCCESS
911,SUCCESS,SUCCESS
911,SUCCESS,SUCCESS
912,SUCCESS,SUCCESS
912,SUCCESS,SUCCESS
913,SUCCESS,SUCCESS
913,SUCCESS,SUCCESS
914,SUCCESS,SUCCESS
914,SUCCESS,SUCCESS
915,SUCCESS,SUCCESS
915,SUCCESS,SUCCESS
916,SUCCESS,SUCCESS
916,SUCCESS,SUCCESS
917,SUCCESS,SUCCESS
917,SUCCESS,SUCCESS
918,SUCCESS,SUCCESS
918,SUCCESS,SUCCESS
919,SUCCESS,SUCCESS
919,SUCCESS,SUCCESS
920,SUCCESS,SUCCESS
920,SUCCESS,SUCCESS
921,SUCCESS,SUCCESS
921,SUCCESS,SUCCESS
922,SUCCESS,SUCCESS
922,SUCCESS,SUCCESS
923,SUCCESS,SUCCESS
923,SUCCESS,SUCCESS
924,SUCCESS,SUCCESS
924,SUCCESS,SUCCESS
925,SUCCESS,SUCCESS
925,SUCCESS,SUCCESS
926,SUCCESS,SUCCESS
926,SUCCESS,SUCCESS
927,SUCCESS,SUCCESS
927,SUCCESS,SUCCESS
928,SUCCESS,SUCCESS
928,SUCCESS,SUCCESS
929,SUCCESS,SUCCESS
929,SUCCESS,SUCCESS
930,SUCCESS,SUCCESS
930,SUCCESS,SUCCESS
931,SUCCESS,SUCCESS
931,SUCCESS,SUCCESS
932,SUCCESS,UNSUCCESS
932,SUCCESS,UNSUCCESS
933,SUCCESS,UNSUCCESS
933,SUCCESS,UNSUCCESS
934,SUCCESS,UNSUCCESS
934,SUCCESS,UNSUCCESS
935,SUCCESS,UNSUCCESS
935,SUCCESS,UNSUCCESS
936,SUCCESS,UNSUCCESS
936,SUCCESS,UNSUCCESS
937,SUCCESS,UNSUCCESS
937,SUCCESS,UNSUCCESS
938,SUCCESS,UNSUCCESS
938,SUCCESS,UNSUCCESS
939,SUCCESS,UNSUCCESS
939,SUCCESS,UNSUCCESS
940,SUCCESS,UNSUCCESS
940,SUCCESS,UNSUCCESS
941,SUCCESS,UNSUCCESS
941,SUCCESS,UNSUCCESS
942,SUCCESS,UNSUCCESS
942,SUCCESS,UNSUCCESS
943,SUCCESS,UNSUCCESS
943,SUCCESS,UNSUCCESS
944,SUCCESS,UNSUCCESS
944,SUCCESS,UNSUCCESS
945,SUCCESS,UNSUCCESS
945,SUCCESS,UNSUCCESS
946,SUCCESS,UNSUCCESS
946,SUCCESS,UNSUCCESS
947,SUCCESS,UNSUCCESS
947,SUCCESS,UNSUCCESS
948,SUCCESS,UNSUCCESS
948,SUCCESS,UNSUCCESS
949,SUCCESS,UNSUCCESS
949,SUCCESS,UNSUCCESS
950,SUCCESS,UNSUCCESS
950,SUCCESS,UNSUCCESS
951,SUCCESS,UNSUCCESS
951,SUCCESS,UNSUCCESS
952,SUCCESS,UNSUCCESS
952,SUCCESS,UNSUCCESS
953,SUCCESS,UNSUCCESS
953,SUCCESS,UNSUCCESS
954,SUCCESS,UNSUCCESS
954,SUCCESS,UNSUCCESS
955,SUCCESS,UNSUCCESS
955,SUCCESS,UNSUCCESS
956,SUCCESS,UNSUCCESS
956,SUCCESS,UNSUCCESS
957,SUCCESS,UNSUCCESS
957,SUCCESS,UNSUCCESS
958,SUCCESS,UNSUCCESS
958,SUCCESS,UNSUCCESS
959,SUCCESS,UNSUCCESS
959,SUCCESS,UNSUCCESS
960,SUCCESS,UNSUCCESS
960,SUCCESS,UNSUCCESS
961,SUCCESS,UNSUCCESS
961,SUCCESS,UNSUCCESS
962,SUCCESS,UNSUCCESS
962,SUCCESS,UNSUCCESS
963,SUCCESS,UNSUCCESS
963,SUCCESS,UNSUCCESS
964,SUCCESS,UNSUCCESS
964,SUCCESS,UNSUCCESS
965,SUCCESS,UNSUCCESS
965,SUCCESS,UNSUCCESS
966,SUCCESS,UNSUCCESS
966,SUCCESS,UNSUCCESS
967,SUCCESS,UNSUCCESS
967,SUCCESS,UNSUCCESS
968,SUCCESS,UNSUCCESS
968,SUCCESS,UNSUCCESS
969,SUCCESS,UNSUCCESS
969,SUCCESS,UNSUCCESS
970,SUCCESS,UNSUCCESS
970,SUCCESS,UNSUCCESS
971,SUCCESS,UNSUCCESS
971,SUCCESS,UNSUCCESS
972,SUCCESS,UNSUCCESS
972,SUCCESS,UNSUCCESS
973,SUCCESS,SUCCESS
973,SUCCESS,SUCCESS
974,SUCCESS,SUCCESS
974,SUCCESS,SUCCESS
975,SUCCESS,SUCCESS
975,SUCCESS,SUCCESS
976,SUCCESS,SUCCESS
976,SUCCESS,SUCCESS
977,SUCCESS,SUCCESS
977,SUCCESS,SUCCESS
978,SUCCESS,SUCCESS
978,SUCCESS,SUCCESS
979,SUCCESS,SUCCESS
979,SUCCESS,SUCCESS
980,SUCCESS,SUCCESS
980,SUCCESS,SUCCESS
981,SUCCESS,SUCCESS
981,SUCCESS,SUCCESS
982,SUCCESS,SUCCESS
982,SUCCESS,SUCCESS
983,SUCCESS,SUCCESS
983,SUCCESS,SUCCESS
984,SUCCESS,SUCCESS
984,SUCCESS,SUCCESS
985,SUCCESS,SUCCESS
985,SUCCESS,SUCCESS
986,SUCCESS,SUCCESS
986,SUCCESS,SUCCESS
987,SUCCESS,SUCCESS
987,SUCCESS,SUCCESS
988,SUCCESS,SUCCESS
988,SUCCESS,SUCCESS
989,SUCCESS,SUCCESS
989,SUCCESS,SUCCESS
990,SUCCESS,SUCCESS
990,SUCCESS,SUCCESS
991,SUCCESS,SUCCESS
991,SUCCESS,SUCCESS
992,SUCCESS,SUCCESS
992,SUCCESS,SUCCESS
993,SUCCESS,SUCCESS
993,SUCCESS,SUCCESS
994,SUCCESS,SUCCESS
994,SUCCESS,SUCCESS
995,SUCCESS,SUCCESS
995,SUCCESS,SUCCESS
996,SUCCESS,SUCCESS
996,SUCCESS,SUCCESS
997,SUCCESS,SUCCESS
997,SUCCESS,SUCCESS
998,SUCCESS,SUCCESS
998,SUCCESS,SUCCESS
999,SUCCESS,UNSUCCESS
999,SUCCESS,UNSUCCESS
1000,SUCCESS,SUCCESS
1000,SUCCESS,SUCCESS
1001,SUCCESS,SUCCESS
1001,SUCCESS,SUCCESS
1002,SUCCESS,SUCCESS
1002,SUCCESS,SUCCESS
1003,SUCCESS,SUCCESS
1003,SUCCESS,SUCCESS
1004,SUCCESS,SUCCESS
1004,SUCCESS,SUCCESS
1005,SUCCESS,SUCCESS
1005,SUCCESS,SUCCESS
1006,SUCCESS,SUCCESS
1006,SUCCESS,SUCCESS
1007,SUCCESS,SUCCESS
1007,SUCCESS,SUCCESS
1008,SUCCESS,SUCCESS
1008,SUCCESS,SUCCESS
1009,SUCCESS,SUCCESS
1009,SUCCESS,SUCCESS
1010,SUCCESS,SUCCESS
1010,SUCCESS,SUCCESS
1011,SUCCESS,SUCCESS
1011,SUCCESS,SUCCESS
1012,SUCCESS,SUCCESS
1012,SUCCESS,SUCCESS
1013,SUCCESS,SUCCESS
1013,SUCCESS,SUCCESS
1014,SUCCESS,SUCCESS
1014,SUCCESS,SUCCESS
1015,SUCCESS,SUCCESS
1015,SUCCESS,SUCCESS
1016,SUCCESS,SUCCESS
1016,SUCCESS,SUCCESS
1017,SUCCESS,SUCCESS
1017,SUCCESS,SUCCESS
1018,SUCCESS,SUCCESS
1018,SUCCESS,SUCCESS
1019,SUCCESS,SUCCESS
1019,SUCCESS,SUCCESS
1020,SUCCESS,SUCCESS
1020,SUCCESS,SUCCESS
1021,SUCCESS,SUCCESS
1021,SUCCESS,SUCCESS
1022,SUCCESS,SUCCESS
1022,SUCCESS,SUCCESS
1023,SUCCESS,SUCCESS
1023,SUCCESS,SUCCESS
1024,SUCCESS,SUCCESS
1024,SUCCESS,SUCCESS
1025,SUCCESS,SUCCESS
1025,SUCCESS,SUCCESS
1026,SUCCESS,SUCCESS
1026,SUCCESS,SUCCESS
1027,SUCCESS,SUCCESS
1027,SUCCESS,SUCCESS
1028,SUCCESS,SUCCESS
1028,SUCCESS,SUCCESS
1029,SUCCESS,SUCCESS
1029,SUCCESS,SUCCESS
1030,SUCCESS,SUCCESS
1030,SUCCESS,SUCCESS
1031,SUCCESS,SUCCESS
1031,SUCCESS,SUCCESS
1032,SUCCESS,SUCCESS
1032,SUCCESS,SUCCESS
1033,SUCCESS,SUCCESS
1033,SUCCESS,SUCCESS
1034,SUCCESS,SUCCESS
1034,SUCCESS,SUCCESS
1035,SUCCESS,SUCCESS
1035,SUCCESS,SUCCESS
1036,SUCCESS,SUCCESS
1036,SUCCESS,SUCCESS
1037,SUCCESS,SUCCESS
1037,SUCCESS,SUCCESS
1038,SUCCESS,SUCCESS
1038,SUCCESS,SUCCESS
1039,SUCCESS,SUCCESS
1039,SUCCESS,SUCCESS
1040,SUCCESS,SUCCESS
1040,SUCCESS,SUCCESS
1041,SUCCESS,SUCCESS
1041,SUCCESS,SUCCESS
1042,SUCCESS,SUCCESS
1042,SUCCESS,SUCCESS
1043,SUCCESS,SUCCESS
1043,SUCCESS,SUCCESS
1044,SUCCESS,SUCCESS
1044,SUCCESS,SUCCESS
1045,SUCCESS,SUCCESS
1045,SUCCESS,SUCCESS
1046,SUCCESS,SUCCESS
1046,SUCCESS,SUCCESS
1047,SUCCESS,SUCCESS
1047,SUCCESS,SUCCESS
1048,SUCCESS,SUCCESS
1048,SUCCESS,SUCCESS
1049,SUCCESS,SUCCESS
1049,SUCCESS,SUCCESS
1050,SUCCESS,SUCCESS
1050,SUCCESS,SUCCESS
1051,SUCCESS,SUCCESS
1051,SUCCESS,SUCCESS
1052,SUCCESS,SUCCESS
1052,SUCCESS,SUCCESS
1053,SUCCESS,SUCCESS
1053,SUCCESS,SUCCESS
1054,SUCCESS,SUCCESS
1054,SUCCESS,SUCCESS
1055,SUCCESS,SUCCESS
1055,SUCCESS,SUCCESS
1056,SUCCESS,SUCCESS
1056,SUCCESS,SUCCESS
1057,SUCCESS,SUCCESS
1057,SUCCESS,SUCCESS
1058,SUCCESS,SUCCESS
1058,SUCCESS,SUCCESS
1059,SUCCESS,SUCCESS
1059,SUCCESS,SUCCESS
1060,SUCCESS,SUCCESS
1060,SUCCESS,SUCCESS
1061,SUCCESS,SUCCESS
1061,SUCCESS,SUCCESS
1062,SUCCESS,SUCCESS
1062,SUCCESS,SUCCESS
1063,SUCCESS,SUCCESS
1063,SUCCESS,SUCCESS
1064,SUCCESS,SUCCESS
1064,SUCCESS,SUCCESS
1065,SUCCESS,SUCCESS
1065,SUCCESS,SUCCESS
1066,SUCCESS,SUCCESS
1066,SUCCESS,SUCCESS
1067,SUCCESS,SUCCESS
1067,SUCCESS,SUCCESS
1068,SUCCESS,SUCCESS
1068,SUCCESS,SUCCESS
1069,SUCCESS,SUCCESS
1069,SUCCESS,SUCCESS
1070,SUCCESS,SUCCESS
1070,SUCCESS,SUCCESS
1071,SUCCESS,SUCCESS
1071,SUCCESS,SUCCESS
1072,SUCCESS,SUCCESS
1072,SUCCESS,SUCCESS
1073,SUCCESS,SUCCESS
1073,SUCCESS,SUCCESS
1074,SUCCESS,SUCCESS
1074,SUCCESS,SUCCESS
1075,SUCCESS,SUCCESS
1075,SUCCESS,SUCCESS
1076,SUCCESS,SUCCESS
1076,SUCCESS,SUCCESS
1077,SUCCESS,SUCCESS
1077,SUCCESS,SUCCESS
1078,SUCCESS,SUCCESS
1078,SUCCESS,SUCCESS
1079,SUCCESS,SUCCESS
1079,SUCCESS,SUCCESS
1080,SUCCESS,SUCCESS
1080,SUCCESS,SUCCESS
1081,SUCCESS,SUCCESS
1081,SUCCESS,SUCCESS
1082,SUCCESS,SUCCESS
1082,SUCCESS,SUCCESS
1083,SUCCESS,SUCCESS
1083,SUCCESS,SUCCESS
1084,SUCCESS,SUCCESS
1084,SUCCESS,SUCCESS
1085,SUCCESS,SUCCESS
1085,SUCCESS,SUCCESS
1086,SUCCESS,SUCCESS
1086,SUCCESS,SUCCESS
1087,SUCCESS,SUCCESS
1087,SUCCESS,SUCCESS
1088,SUCCESS,SUCCESS
1088,SUCCESS,SUCCESS
1089,SUCCESS,SUCCESS
1089,SUCCESS,SUCCESS
1090,SUCCESS,UNSUCCESS
1090,SUCCESS,UNSUCCESS
1091,SUCCESS,UNSUCCESS
1091,SUCCESS,UNSUCCESS
1092,SUCCESS,UNSUCCESS
1092,SUCCESS,UNSUCCESS
1093,SUCCESS,UNSUCCESS
1093,SUCCESS,UNSUCCESS
1094,SUCCESS,UNSUCCESS
1094,SUCCESS,UNSUCCESS
1095,SUCCESS,UNSUCCESS
1095,SUCCESS,UNSUCCESS
1096,SUCCESS,UNSUCCESS
1096,SUCCESS,UNSUCCESS
1097,SUCCESS,UNSUCCESS
1097,SUCCESS,UNSUCCESS
1098,SUCCESS,UNSUCCESS
1098,SUCCESS,UNSUCCESS
1099,SUCCESS,UNSUCCESS
1099,SUCCESS,UNSUCCESS
1100,SUCCESS,UNSUCCESS
1100,SUCCESS,UNSUCCESS
1101,SUCCESS,UNSUCCESS
1101,SUCCESS,UNSUCCESS
1102,SUCCESS,UNSUCCESS
1102,SUCCESS,UNSUCCESS
1103,SUCCESS,UNSUCCESS
1103,SUCCESS,UNSUCCESS
1104,SUCCESS,UNSUCCESS
1104,SUCCESS,UNSUCCESS
1105,SUCCESS,SUCCESS
1105,SUCCESS,SUCCESS
1106,SUCCESS,SUCCESS
1106,SUCCESS,SUCCESS
1107,SUCCESS,SUCCESS
1107,SUCCESS,SUCCESS
1108,SUCCESS,SUCCESS
1108,SUCCESS,SUCCESS
1109,SUCCESS,SUCCESS
1109,SUCCESS,SUCCESS
1110,SUCCESS,SUCCESS
1110,SUCCESS,SUCCESS
1111,SUCCESS,SUCCESS
1111,SUCCESS,SUCCESS
1112,SUCCESS,SUCCESS
1112,SUCCESS,SUCCESS
1113,SUCCESS,SUCCESS
1113,SUCCESS,SUCCESS
1114,SUCCESS,SUCCESS
1114,SUCCESS,SUCCESS
1115,SUCCESS,SUCCESS
1115,SUCCESS,SUCCESS
1116,SUCCESS,SUCCESS
1116,SUCCESS,SUCCESS
1117,SUCCESS,SUCCESS
1117,SUCCESS,SUCCESS
1118,SUCCESS,SUCCESS
1118,SUCCESS,SUCCESS
1119,SUCCESS,SUCCESS
1119,SUCCESS,SUCCESS
1120,SUCCESS,SUCCESS
1120,SUCCESS,SUCCESS
1121,SUCCESS,SUCCESS
1121,SUCCESS,SUCCESS
1122,SUCCESS,SUCCESS
1122,SUCCESS,SUCCESS
1123,SUCCESS,SUCCESS
1123,SUCCESS,SUCCESS
1124,SUCCESS,SUCCESS
1124,SUCCESS,SUCCESS
1125,SUCCESS,SUCCESS
1125,SUCCESS,SUCCESS
1126,SUCCESS,SUCCESS
1126,SUCCESS,SUCCESS
1127,SUCCESS,SUCCESS
1127,SUCCESS,SUCCESS
1128,SUCCESS,SUCCESS
1128,SUCCESS,SUCCESS
1129,SUCCESS,SUCCESS
1129,SUCCESS,SUCCESS
1130,SUCCESS,SUCCESS
1130,SUCCESS,SUCCESS
1131,SUCCESS,SUCCESS
1131,SUCCESS,SUCCESS
